gene_symbol,annotation_id,annotation_name,database
PTCD2,br:hsa03029,Mitochondrial Biogenesis,KEGG
PTCD3,br:hsa03029,Mitochondrial Biogenesis,KEGG
DHX30,br:hsa03029,Mitochondrial Biogenesis,KEGG
UQCC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
AFG1L,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATP23,br:hsa03029,Mitochondrial Biogenesis,KEGG
SUPV3L1,br:hsa03029,Mitochondrial Biogenesis,KEGG
LACTB2,br:hsa03029,Mitochondrial Biogenesis,KEGG
SLC25A4,br:hsa03029,Mitochondrial Biogenesis,KEGG
SLC25A5,br:hsa03029,Mitochondrial Biogenesis,KEGG
SLC25A6,br:hsa03029,Mitochondrial Biogenesis,KEGG
SLC25A31,br:hsa03029,Mitochondrial Biogenesis,KEGG
SLC25A37,br:hsa03029,Mitochondrial Biogenesis,KEGG
SLC25A28,br:hsa03029,Mitochondrial Biogenesis,KEGG
MRPL32,br:hsa03029,Mitochondrial Biogenesis,KEGG
MRPL37,br:hsa03029,Mitochondrial Biogenesis,KEGG
MRPS6,br:hsa03029,Mitochondrial Biogenesis,KEGG
MRPS16,br:hsa03029,Mitochondrial Biogenesis,KEGG
MRPS22,br:hsa03029,Mitochondrial Biogenesis,KEGG
MALSU1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ERAL1,br:hsa03029,Mitochondrial Biogenesis,KEGG
YARS1,br:hsa03029,Mitochondrial Biogenesis,KEGG
YARS2,br:hsa03029,Mitochondrial Biogenesis,KEGG
LARS1,br:hsa03029,Mitochondrial Biogenesis,KEGG
LARS2,br:hsa03029,Mitochondrial Biogenesis,KEGG
DARS2,br:hsa03029,Mitochondrial Biogenesis,KEGG
GARS1,br:hsa03029,Mitochondrial Biogenesis,KEGG
RARS2,br:hsa03029,Mitochondrial Biogenesis,KEGG
RARS1,br:hsa03029,Mitochondrial Biogenesis,KEGG
QRSL1,br:hsa03029,Mitochondrial Biogenesis,KEGG
GATB,br:hsa03029,Mitochondrial Biogenesis,KEGG
GATC,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTPAP,br:hsa03029,Mitochondrial Biogenesis,KEGG
PDE12,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTG1,br:hsa03029,Mitochondrial Biogenesis,KEGG
NOA1,br:hsa03029,Mitochondrial Biogenesis,KEGG
NSUN3,br:hsa03029,Mitochondrial Biogenesis,KEGG
NSUN4,br:hsa03029,Mitochondrial Biogenesis,KEGG
RPUSD3,br:hsa03029,Mitochondrial Biogenesis,KEGG
RPUSD4,br:hsa03029,Mitochondrial Biogenesis,KEGG
RCC1L,br:hsa03029,Mitochondrial Biogenesis,KEGG
NGRN,br:hsa03029,Mitochondrial Biogenesis,KEGG
TRUB2,br:hsa03029,Mitochondrial Biogenesis,KEGG
FASTKD2,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTRFR,br:hsa03029,Mitochondrial Biogenesis,KEGG
RMND1,br:hsa03029,Mitochondrial Biogenesis,KEGG
GRSF1,br:hsa03029,Mitochondrial Biogenesis,KEGG
METTL15,br:hsa03029,Mitochondrial Biogenesis,KEGG
MYG1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTRES1,br:hsa03029,Mitochondrial Biogenesis,KEGG
POLG,br:hsa03029,Mitochondrial Biogenesis,KEGG
POLG2,br:hsa03029,Mitochondrial Biogenesis,KEGG
PRIMPOL,br:hsa03029,Mitochondrial Biogenesis,KEGG
ENDOG,br:hsa03029,Mitochondrial Biogenesis,KEGG
MGME1,br:hsa03029,Mitochondrial Biogenesis,KEGG
EXOG,br:hsa03029,Mitochondrial Biogenesis,KEGG
TWNK,br:hsa03029,Mitochondrial Biogenesis,KEGG
PIF1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SSBP1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATAD3B,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATAD3A,br:hsa03029,Mitochondrial Biogenesis,KEGG
UQCC2,br:hsa03029,Mitochondrial Biogenesis,KEGG
DNAJA2,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM34,br:hsa03029,Mitochondrial Biogenesis,KEGG
RHOT1,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSPA8,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSPA1A,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSPA1L,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSPA1B,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSPA6,br:hsa03029,Mitochondrial Biogenesis,KEGG
AIPL1,br:hsa03029,Mitochondrial Biogenesis,KEGG
AIP,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM40,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM40L,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM70,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM22,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM20L,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM20,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM7,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM6,br:hsa03029,Mitochondrial Biogenesis,KEGG
TOMM5,br:hsa03029,Mitochondrial Biogenesis,KEGG
SAMM50,br:hsa03029,Mitochondrial Biogenesis,KEGG
VDAC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
VDAC2,br:hsa03029,Mitochondrial Biogenesis,KEGG
VDAC3,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTX3,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTX1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTX2,br:hsa03029,Mitochondrial Biogenesis,KEGG
MYO19,br:hsa03029,Mitochondrial Biogenesis,KEGG
ARMCX1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ARMCX2,br:hsa03029,Mitochondrial Biogenesis,KEGG
ARMCX3,br:hsa03029,Mitochondrial Biogenesis,KEGG
ARMCX6,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM9,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM10,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM10B,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM8A,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM8B,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM13,br:hsa03029,Mitochondrial Biogenesis,KEGG
CHCHD4,br:hsa03029,Mitochondrial Biogenesis,KEGG
GFER,br:hsa03029,Mitochondrial Biogenesis,KEGG
MICOS10,br:hsa03029,Mitochondrial Biogenesis,KEGG
IMMT,br:hsa03029,Mitochondrial Biogenesis,KEGG
MICOS13,br:hsa03029,Mitochondrial Biogenesis,KEGG
CHCHD3,br:hsa03029,Mitochondrial Biogenesis,KEGG
CHCHD6,br:hsa03029,Mitochondrial Biogenesis,KEGG
APOO,br:hsa03029,Mitochondrial Biogenesis,KEGG
APOOL,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM22,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM23,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM23B,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM17B,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM17A,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM21,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM50,br:hsa03029,Mitochondrial Biogenesis,KEGG
MCU,br:hsa03029,Mitochondrial Biogenesis,KEGG
MICU1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MICU2,br:hsa03029,Mitochondrial Biogenesis,KEGG
MCUB,br:hsa03029,Mitochondrial Biogenesis,KEGG
SMDT1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MCUR1,br:hsa03029,Mitochondrial Biogenesis,KEGG
LETM1,br:hsa03029,Mitochondrial Biogenesis,KEGG
IMMP1L,br:hsa03029,Mitochondrial Biogenesis,KEGG
IMMP2L,br:hsa03029,Mitochondrial Biogenesis,KEGG
TMEM126A,br:hsa03029,Mitochondrial Biogenesis,KEGG
MPC1L,br:hsa03029,Mitochondrial Biogenesis,KEGG
MPC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MPC2,br:hsa03029,Mitochondrial Biogenesis,KEGG
CHCHD10,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMM44,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSPA9,br:hsa03029,Mitochondrial Biogenesis,KEGG
GRPEL2,br:hsa03029,Mitochondrial Biogenesis,KEGG
GRPEL1,br:hsa03029,Mitochondrial Biogenesis,KEGG
DNAJC19,br:hsa03029,Mitochondrial Biogenesis,KEGG
PAM16,br:hsa03029,Mitochondrial Biogenesis,KEGG
PMPCA,br:hsa03029,Mitochondrial Biogenesis,KEGG
PMPCB,br:hsa03029,Mitochondrial Biogenesis,KEGG
MIPEP,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSPD1,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSPE1,br:hsa03029,Mitochondrial Biogenesis,KEGG
DNAJA3,br:hsa03029,Mitochondrial Biogenesis,KEGG
TAMM41,br:hsa03029,Mitochondrial Biogenesis,KEGG
DNLZ,br:hsa03029,Mitochondrial Biogenesis,KEGG
ETHE1,br:hsa03029,Mitochondrial Biogenesis,KEGG
POLDIP2,br:hsa03029,Mitochondrial Biogenesis,KEGG
CREB1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SP1,br:hsa03029,Mitochondrial Biogenesis,KEGG
YY1,br:hsa03029,Mitochondrial Biogenesis,KEGG
YY2,br:hsa03029,Mitochondrial Biogenesis,KEGG
GABPB1,br:hsa03029,Mitochondrial Biogenesis,KEGG
GABPB2,br:hsa03029,Mitochondrial Biogenesis,KEGG
NRF1,br:hsa03029,Mitochondrial Biogenesis,KEGG
NFE2L2,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT1B,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT1E,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT1F,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT1G,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT1H,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT1M,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT1X,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT2A,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT1A,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT1HL1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT3,br:hsa03029,Mitochondrial Biogenesis,KEGG
MT4,br:hsa03029,Mitochondrial Biogenesis,KEGG
PPARGC1A,br:hsa03029,Mitochondrial Biogenesis,KEGG
PPARGC1B,br:hsa03029,Mitochondrial Biogenesis,KEGG
PPRC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
CRTC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
CREBBP,br:hsa03029,Mitochondrial Biogenesis,KEGG
EP300,br:hsa03029,Mitochondrial Biogenesis,KEGG
NFS1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ISCU,br:hsa03029,Mitochondrial Biogenesis,KEGG
LYRM4,br:hsa03029,Mitochondrial Biogenesis,KEGG
FXN,br:hsa03029,Mitochondrial Biogenesis,KEGG
FDX1,br:hsa03029,Mitochondrial Biogenesis,KEGG
FDX2,br:hsa03029,Mitochondrial Biogenesis,KEGG
FDXR,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSCB,br:hsa03029,Mitochondrial Biogenesis,KEGG
SIL1,br:hsa03029,Mitochondrial Biogenesis,KEGG
GLRX5,br:hsa03029,Mitochondrial Biogenesis,KEGG
ISCA1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ISCA2,br:hsa03029,Mitochondrial Biogenesis,KEGG
IBA57,br:hsa03029,Mitochondrial Biogenesis,KEGG
NFU1,br:hsa03029,Mitochondrial Biogenesis,KEGG
BOLA1,br:hsa03029,Mitochondrial Biogenesis,KEGG
BOLA3,br:hsa03029,Mitochondrial Biogenesis,KEGG
SFXN3,br:hsa03029,Mitochondrial Biogenesis,KEGG
SFXN1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SFXN2,br:hsa03029,Mitochondrial Biogenesis,KEGG
SFXN4,br:hsa03029,Mitochondrial Biogenesis,KEGG
SFXN5,br:hsa03029,Mitochondrial Biogenesis,KEGG
CPT1A,br:hsa03029,Mitochondrial Biogenesis,KEGG
CPT1B,br:hsa03029,Mitochondrial Biogenesis,KEGG
CPT1C,br:hsa03029,Mitochondrial Biogenesis,KEGG
DHTKD1,br:hsa03029,Mitochondrial Biogenesis,KEGG
FBXL4,br:hsa03029,Mitochondrial Biogenesis,KEGG
HCFC2,br:hsa03029,Mitochondrial Biogenesis,KEGG
HCFC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
HTT,br:hsa03029,Mitochondrial Biogenesis,KEGG
ESRRA,br:hsa03029,Mitochondrial Biogenesis,KEGG
ESRRB,br:hsa03029,Mitochondrial Biogenesis,KEGG
ESRRG,br:hsa03029,Mitochondrial Biogenesis,KEGG
NRIP1,br:hsa03029,Mitochondrial Biogenesis,KEGG
PRKAA1,br:hsa03029,Mitochondrial Biogenesis,KEGG
PRKAA2,br:hsa03029,Mitochondrial Biogenesis,KEGG
LONP1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SIRT1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SERAC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
UXT,br:hsa03029,Mitochondrial Biogenesis,KEGG
NDUFAF1,br:hsa03029,Mitochondrial Biogenesis,KEGG
NDUFAF2,br:hsa03029,Mitochondrial Biogenesis,KEGG
NDUFAF3,br:hsa03029,Mitochondrial Biogenesis,KEGG
NDUFAF4,br:hsa03029,Mitochondrial Biogenesis,KEGG
NDUFAF5,br:hsa03029,Mitochondrial Biogenesis,KEGG
NDUFAF6,br:hsa03029,Mitochondrial Biogenesis,KEGG
NDUFAF7,br:hsa03029,Mitochondrial Biogenesis,KEGG
NDUFAF8,br:hsa03029,Mitochondrial Biogenesis,KEGG
TMEM126B,br:hsa03029,Mitochondrial Biogenesis,KEGG
ECSIT,br:hsa03029,Mitochondrial Biogenesis,KEGG
ACAD9,br:hsa03029,Mitochondrial Biogenesis,KEGG
NUBPL,br:hsa03029,Mitochondrial Biogenesis,KEGG
FOXRED1,br:hsa03029,Mitochondrial Biogenesis,KEGG
RTN4IP1,br:hsa03029,Mitochondrial Biogenesis,KEGG
TIMMDC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SDHAF1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SDHAF2,br:hsa03029,Mitochondrial Biogenesis,KEGG
BCS1L,br:hsa03029,Mitochondrial Biogenesis,KEGG
TTC19,br:hsa03029,Mitochondrial Biogenesis,KEGG
LYRM7,br:hsa03029,Mitochondrial Biogenesis,KEGG
UQCC3,br:hsa03029,Mitochondrial Biogenesis,KEGG
CMC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
CMC2,br:hsa03029,Mitochondrial Biogenesis,KEGG
COA1,br:hsa03029,Mitochondrial Biogenesis,KEGG
COA3,br:hsa03029,Mitochondrial Biogenesis,KEGG
COA4,br:hsa03029,Mitochondrial Biogenesis,KEGG
COA5,br:hsa03029,Mitochondrial Biogenesis,KEGG
COA6,br:hsa03029,Mitochondrial Biogenesis,KEGG
COA7,br:hsa03029,Mitochondrial Biogenesis,KEGG
COX10,br:hsa03029,Mitochondrial Biogenesis,KEGG
COX11,br:hsa03029,Mitochondrial Biogenesis,KEGG
COX14,br:hsa03029,Mitochondrial Biogenesis,KEGG
COX15,br:hsa03029,Mitochondrial Biogenesis,KEGG
COX16,br:hsa03029,Mitochondrial Biogenesis,KEGG
COX17,br:hsa03029,Mitochondrial Biogenesis,KEGG
COX18,br:hsa03029,Mitochondrial Biogenesis,KEGG
COX19,br:hsa03029,Mitochondrial Biogenesis,KEGG
COX20,br:hsa03029,Mitochondrial Biogenesis,KEGG
PET100,br:hsa03029,Mitochondrial Biogenesis,KEGG
PET117,br:hsa03029,Mitochondrial Biogenesis,KEGG
OXA1L,br:hsa03029,Mitochondrial Biogenesis,KEGG
SURF1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SCO1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SCO2,br:hsa03029,Mitochondrial Biogenesis,KEGG
TACO1,br:hsa03029,Mitochondrial Biogenesis,KEGG
LRPPRC,br:hsa03029,Mitochondrial Biogenesis,KEGG
COA8,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATPAF1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATPAF2,br:hsa03029,Mitochondrial Biogenesis,KEGG
TMEM70,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATP5MJ,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATP5MK,br:hsa03029,Mitochondrial Biogenesis,KEGG
MFN1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MFN2,br:hsa03029,Mitochondrial Biogenesis,KEGG
OPA1,br:hsa03029,Mitochondrial Biogenesis,KEGG
OPA3,br:hsa03029,Mitochondrial Biogenesis,KEGG
TRIAP1,br:hsa03029,Mitochondrial Biogenesis,KEGG
PARL,br:hsa03029,Mitochondrial Biogenesis,KEGG
BAK1,br:hsa03029,Mitochondrial Biogenesis,KEGG
BAX,br:hsa03029,Mitochondrial Biogenesis,KEGG
DNM1L,br:hsa03029,Mitochondrial Biogenesis,KEGG
FIS1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SUMO3,br:hsa03029,Mitochondrial Biogenesis,KEGG
SUMO2,br:hsa03029,Mitochondrial Biogenesis,KEGG
SUMO1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SUMO4,br:hsa03029,Mitochondrial Biogenesis,KEGG
SH3GLB1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTCH1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTCH2,br:hsa03029,Mitochondrial Biogenesis,KEGG
MFF,br:hsa03029,Mitochondrial Biogenesis,KEGG
GDAP1,br:hsa03029,Mitochondrial Biogenesis,KEGG
GDAP1L1,br:hsa03029,Mitochondrial Biogenesis,KEGG
VAT1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MIEF2,br:hsa03029,Mitochondrial Biogenesis,KEGG
MIEF1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ACTG1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ACTB,br:hsa03029,Mitochondrial Biogenesis,KEGG
NAA20,br:hsa03029,Mitochondrial Biogenesis,KEGG
NAA25,br:hsa03029,Mitochondrial Biogenesis,KEGG
PHB1,br:hsa03029,Mitochondrial Biogenesis,KEGG
PHB2,br:hsa03029,Mitochondrial Biogenesis,KEGG
KTN1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MYO5A,br:hsa03029,Mitochondrial Biogenesis,KEGG
MYO5B,br:hsa03029,Mitochondrial Biogenesis,KEGG
MYO5C,br:hsa03029,Mitochondrial Biogenesis,KEGG
XIAP,br:hsa03029,Mitochondrial Biogenesis,KEGG
DIABLO,br:hsa03029,Mitochondrial Biogenesis,KEGG
SNX25,br:hsa03029,Mitochondrial Biogenesis,KEGG
MTFP1,br:hsa03029,Mitochondrial Biogenesis,KEGG
DAP3,br:hsa03029,Mitochondrial Biogenesis,KEGG
NEDD4,br:hsa03029,Mitochondrial Biogenesis,KEGG
OXR1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG2A,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG2B,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG3,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG4A,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG4B,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG4C,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG4D,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG5,br:hsa03029,Mitochondrial Biogenesis,KEGG
BECN1,br:hsa03029,Mitochondrial Biogenesis,KEGG
BECN2,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG7,br:hsa03029,Mitochondrial Biogenesis,KEGG
GABARAP,br:hsa03029,Mitochondrial Biogenesis,KEGG
GABARAPL1,br:hsa03029,Mitochondrial Biogenesis,KEGG
GABARAPL2,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG9B,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG9A,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG10,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG12,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG14,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG16L1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG16L2,br:hsa03029,Mitochondrial Biogenesis,KEGG
WIPI2,br:hsa03029,Mitochondrial Biogenesis,KEGG
WIPI1,br:hsa03029,Mitochondrial Biogenesis,KEGG
PRKN,br:hsa03029,Mitochondrial Biogenesis,KEGG
RNF41,br:hsa03029,Mitochondrial Biogenesis,KEGG
CLEC16A,br:hsa03029,Mitochondrial Biogenesis,KEGG
PINK1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SQSTM1,br:hsa03029,Mitochondrial Biogenesis,KEGG
TAX1BP1,br:hsa03029,Mitochondrial Biogenesis,KEGG
CALCOCO2,br:hsa03029,Mitochondrial Biogenesis,KEGG
AMBRA1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ATG13,br:hsa03029,Mitochondrial Biogenesis,KEGG
ULK1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ULK2,br:hsa03029,Mitochondrial Biogenesis,KEGG
RB1CC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSP90AA1,br:hsa03029,Mitochondrial Biogenesis,KEGG
HSP90AB1,br:hsa03029,Mitochondrial Biogenesis,KEGG
CDC37,br:hsa03029,Mitochondrial Biogenesis,KEGG
SMURF1,br:hsa03029,Mitochondrial Biogenesis,KEGG
SMURF2,br:hsa03029,Mitochondrial Biogenesis,KEGG
BNIP3L,br:hsa03029,Mitochondrial Biogenesis,KEGG
FUNDC1,br:hsa03029,Mitochondrial Biogenesis,KEGG
MAP1LC3C,br:hsa03029,Mitochondrial Biogenesis,KEGG
MAP1LC3B,br:hsa03029,Mitochondrial Biogenesis,KEGG
MAP1LC3A,br:hsa03029,Mitochondrial Biogenesis,KEGG
MAP1LC3B2,br:hsa03029,Mitochondrial Biogenesis,KEGG
NBR1,br:hsa03029,Mitochondrial Biogenesis,KEGG
TECPR1,br:hsa03029,Mitochondrial Biogenesis,KEGG
ZFYVE1,br:hsa03029,Mitochondrial Biogenesis,KEGG
COASY,br:hsa03029,Mitochondrial Biogenesis,KEGG
PLA2G6,br:hsa03029,Mitochondrial Biogenesis,KEGG
C19orf12,br:hsa03029,Mitochondrial Biogenesis,KEGG
FUNDC2,br:hsa03029,Mitochondrial Biogenesis,KEGG
